timestamp,open,high,low,close,volume
2025-11-26 09:15:00+05:30,25842.94921875,25969.05078125,25842.94921875,25969.05078125,0
2025-11-26 09:20:00+05:30,25969.650390625,25977.349609375,25965.099609375,25969.349609375,0
2025-11-26 09:25:00+05:30,25969.30078125,25983.400390625,25965.599609375,25979.30078125,0
2025-11-26 09:30:00+05:30,25979.900390625,26014.55078125,25979.599609375,26011.0,0
2025-11-26 09:35:00+05:30,26011.44921875,26015.75,25999.099609375,26003.099609375,0
2025-11-26 09:40:00+05:30,26003.30078125,26025.44921875,26000.80078125,26024.599609375,0
2025-11-26 09:45:00+05:30,26024.099609375,26049.650390625,26024.099609375,26049.44921875,0
2025-11-26 09:50:00+05:30,26049.19921875,26080.05078125,26048.30078125,26077.349609375,0
2025-11-26 09:55:00+05:30,26076.30078125,26084.150390625,26068.05078125,26077.94921875,0
2025-11-26 10:00:00+05:30,26077.44921875,26092.44921875,26077.44921875,26087.400390625,0
2025-11-26 10:05:00+05:30,26087.25,26098.19921875,26085.900390625,26092.80078125,0
2025-11-26 10:10:00+05:30,26092.94921875,26095.19921875,26074.75,26084.5,0
2025-11-26 10:15:00+05:30,26084.25,26092.69921875,26082.05078125,26084.349609375,0
2025-11-26 10:20:00+05:30,26085.599609375,26085.599609375,26068.150390625,26077.099609375,0
2025-11-26 10:25:00+05:30,26077.400390625,26079.650390625,26061.900390625,26067.25,0
2025-11-26 10:30:00+05:30,26067.30078125,26088.44921875,26066.19921875,26078.80078125,0
2025-11-26 10:35:00+05:30,26077.94921875,26089.19921875,26073.0,26088.400390625,0
2025-11-26 10:40:00+05:30,26088.5,26093.400390625,26084.55078125,26092.19921875,0
2025-11-26 10:45:00+05:30,26091.650390625,26130.5,26091.650390625,26123.44921875,0
2025-11-26 10:50:00+05:30,26122.94921875,26126.099609375,26103.55078125,26106.55078125,0
2025-11-26 10:55:00+05:30,26106.55078125,26114.80078125,26103.94921875,26109.150390625,0
2025-11-26 11:00:00+05:30,26108.5,26121.900390625,26108.5,26118.5,0
2025-11-26 11:05:00+05:30,26118.099609375,26126.69921875,26111.94921875,26117.400390625,0
2025-11-26 11:10:00+05:30,26117.44921875,26118.75,26113.400390625,26116.5,0
